timestamp,ina219_voltage,ina219_current,ina219_power,acs712_1_current,acs712_2_current,load1_power,load2_power,relay1_state,relay2_state,battery_soc,total_load_power,grid_connected,hour
2025-11-30T16:27:48.056782,0,0,0,0.0,-0.102,0.0,-1.23,0,1,74.99883275,-1.23,1,16
2025-11-30T16:27:53.085032,0,0,0,0.0,-0.684,0.0,-8.2,0,1,74.99883730555555,-8.2,1,16
2025-11-30T16:27:59.126355,0,0,0,-0.525,-0.393,-6.3,-4.72,0,1,74.99884342777777,-11.02,1,16
2025-11-30T16:28:04.167086,0,0,0,-0.367,0.0,-4.4,0.0,1,1,74.99884587222222,-4.4,1,16
2025-11-30T16:28:10.211297,0,0,0,-0.393,-0.472,-4.72,-5.67,1,1,74.99885164444444,-10.39,1,16
2025-11-30T16:28:17.255300,0,0,0,-0.314,-0.34,-3.77,-4.08,1,1,74.99885600555555,-7.85,1,16
2025-11-30T16:28:23.298327,0,0,0,-0.393,-0.367,-4.72,-4.4,1,1,74.99886107222223,-9.120000000000001,1,16
2025-11-30T16:28:29.343818,0,0,0,0.0,-0.34,0.0,-4.08,1,1,74.9988633388889,-4.08,1,16
2025-11-30T16:28:36.385836,0,0,0,-0.34,-0.446,-4.08,-5.35,1,1,74.99886857777778,-9.43,1,16
2025-11-30T16:28:43.429006,0,0,0,-0.34,-0.472,-4.08,-5.67,0,1,74.99887399444445,-9.75,1,16
2025-11-30T16:28:48.466734,0,0,0,-0.261,-0.393,-3.13,-4.72,0,1,74.99887835555556,-7.85,1,16
2025-11-30T16:28:54.511884,0,0,0,-0.499,-0.367,-5.99,-4.4,0,1,74.99888412777779,-10.39,1,16
2025-11-30T16:29:50.975298,0,0,0,0.241,0.188,2.89,2.26,0,1,74.99928073333334,5.15,1,16
2025-11-30T16:29:57.900780,0,0,0,0.241,0.162,2.89,1.94,0,1,74.99927805,4.83,1,16
2025-11-30T16:30:10.988856,0,0,0,0.0,0.0,0.0,0.0,0,1,74.99927805,0.0,1,16
2025-11-30T16:30:19.055415,0,0,0,0.102,0.155,1.23,1.86,0,1,74.99927633333333,3.09,1,16
2025-11-30T16:30:24.085353,0,0,0,0.0,0.34,0.0,4.08,1,1,74.99927406666666,4.08,1,16
2025-11-30T16:30:30.124719,0,0,0,0.657,0.0,7.89,0.0,1,1,74.99926968333332,7.89,1,16
2025-11-30T16:30:36.166530,0,0,0,0.0,0.393,0.0,4.72,1,1,74.9992670611111,4.72,1,16
2025-11-30T16:30:43.212283,0,0,0,0.314,0.552,3.77,6.62,1,1,74.99926128888887,10.39,1,16
2025-11-30T16:30:49.252272,0,0,0,0.287,0.393,3.45,4.72,1,1,74.99925674999999,8.17,1,16
2025-11-30T16:30:55.296892,0,0,0,0.419,0.0,5.03,0.0,1,1,74.99925395555555,5.03,1,16
2025-11-30T16:31:02.346391,0,0,0,0.446,0.472,5.35,5.67,1,1,74.99924783333333,11.02,1,16
2025-11-30T16:31:08.383974,0,0,0,0.34,0.314,4.08,3.77,1,1,74.99924347222222,7.85,1,16
2025-11-30T16:31:15.432985,0,0,0,0.419,0.525,5.03,6.3,1,1,74.99923717777777,11.33,1,16
2025-11-30T16:31:21.472751,0,0,0,0.0,0.472,0.0,5.67,1,1,74.99923402777777,5.67,1,16
2025-11-30T16:31:28.521533,0,0,0,0.472,0.419,5.67,5.03,1,1,74.99922808333334,10.7,1,16
2025-11-30T16:31:34.564064,0,0,0,0.367,0.472,4.4,5.67,1,1,74.99922248888889,10.07,1,16
2025-11-30T16:31:40.600635,0,0,0,0.419,0.446,5.03,5.35,0,1,74.99921672222223,10.379999999999999,1,16
2025-11-30T16:31:42.525838,0,0,0,0.0,0.0,0.0,0.0,0,1,74.99921672222223,0.0,1,16
2025-11-30T16:31:44.108225,0,0,0,0.0,0.0,0.0,0.0,0,1,74.99921672222223,0.0,1,16
2025-11-30T16:31:51.904165,0,0,0,0.267,0.214,3.21,2.57,0,1,74.99921351111112,5.779999999999999,1,16
2025-11-30T16:31:57.946571,0,0,0,0.241,0.162,2.89,1.94,0,1,74.99921082777779,4.83,1,16
2025-11-30T16:32:04.984982,0,0,0,0.214,0.188,2.57,2.26,0,1,74.99920814444445,4.83,1,16
2025-11-30T16:32:10.033211,0,0,0,0.241,0.162,2.89,1.94,0,1,74.99920546111112,4.83,1,16
2025-11-30T16:32:17.073851,0,0,0,0.214,0.162,2.57,1.94,0,1,74.99920295555556,4.51,1,16
2025-11-30T16:32:22.109781,0,0,0,0.188,0.135,2.26,1.62,0,1,74.99920080000001,3.88,1,16
2025-11-30T16:32:27.149600,0,0,0,0.162,0.0,1.94,0.0,0,1,74.99919972222223,1.94,1,16
2025-11-30T16:32:34.195089,0,0,0,0.188,0.109,2.26,1.31,0,1,74.9991977388889,3.57,1,16
2025-11-30T16:32:41.241854,0,0,0,0.188,0.109,2.26,1.31,0,1,74.99919575555556,3.57,1,16
2025-11-30T16:32:46.283628,0,0,0,0.162,0.0,1.94,0.0,0,1,74.99919467777778,1.94,1,16
2025-11-30T16:32:51.317335,0,0,0,0.162,0.0,1.94,0.0,0,1,74.9991936,1.94,1,16
2025-11-30T16:32:57.357578,0,0,0,0.162,0.0,1.94,0.0,0,1,74.99919252222222,1.94,1,16
2025-11-30T16:33:04.404998,0,0,0,0.162,0.109,1.94,1.31,0,1,74.99919071666666,3.25,1,16
2025-11-30T16:33:10.443096,0,0,0,0.188,0.082,2.26,0.99,0,1,74.9991889111111,3.25,1,16
2025-11-30T16:33:16.487938,0,0,0,0.135,0.082,1.62,0.99,0,1,74.9991874611111,2.6100000000000003,1,16
2025-11-30T16:33:23.531844,0,0,0,0.109,0.056,1.31,0.67,0,1,74.9991863611111,1.98,1,16
2025-11-30T16:33:27.562991,0,0,0,0.109,0.0,1.31,0.0,0,1,74.99918563333333,1.31,1,16
2025-11-30T16:33:34.606037,0,0,0,0.135,0.03,1.62,0.36,0,1,74.99918453333332,1.98,1,16
2025-11-30T16:33:40.652292,0,0,0,0.162,0.082,1.94,0.99,0,1,74.99918290555554,2.9299999999999997,1,16
2025-11-30T16:33:47.697036,0,0,0,0.109,0.056,1.31,0.67,0,1,74.99918180555554,1.98,1,16
2025-11-30T16:33:53.744932,0,0,0,0.135,0.082,1.62,0.99,0,1,74.99918035555554,2.6100000000000003,1,16
2025-11-30T16:34:00.787516,0,0,0,0.109,0.03,1.31,0.36,0,1,74.99917942777776,1.67,1,16
2025-11-30T16:34:07.833013,0,0,0,0.082,0.03,0.99,0.36,0,1,74.99917867777776,1.35,1,16
2025-11-30T16:34:13.889858,0,0,0,0.109,0.082,1.31,0.99,0,1,74.99917739999998,2.3,1,16
2025-11-30T16:34:19.920518,0,0,0,0.135,0.056,1.62,0.67,0,1,74.99917612777776,2.29,1,16
2025-11-30T16:34:25.957624,0,0,0,0.109,0.056,1.31,0.67,0,1,74.99917502777775,1.98,1,16
2025-11-30T16:34:30.997754,0,0,0,0.135,0.0,1.62,0.0,0,1,74.99917412777775,1.62,1,16
2025-11-30T16:34:36.032175,0,0,0,0.162,0.0,1.94,0.0,0,1,74.99917304999997,1.94,1,16
2025-11-30T16:34:42.068342,0,0,0,0.162,0.082,1.94,0.99,0,1,74.99917142222219,2.9299999999999997,1,16
2025-11-30T16:34:47.101951,0,0,0,0.162,0.109,1.94,1.31,0,1,74.99916961666663,3.25,1,16
2025-11-30T16:34:53.147954,0,0,0,0.162,0.109,1.94,1.31,0,1,74.99916781111108,3.25,1,16
2025-11-30T16:35:00.198602,0,0,0,0.188,0.135,2.26,1.62,0,1,74.99916565555553,3.88,1,16
2025-11-30T16:35:07.241046,0,0,0,0.188,0.109,2.26,1.31,0,1,74.9991636722222,3.57,1,16
2025-11-30T16:35:11.275701,0,0,0,0.162,0.0,1.94,0.0,0,1,74.99916259444441,1.94,1,16
2025-11-30T16:35:18.325143,0,0,0,0.135,0.056,1.62,0.67,0,1,74.99916132222219,2.29,1,16
2025-11-30T16:35:23.351921,0,0,0,0.0,0.056,0.0,0.67,0,1,74.99916094999998,0.67,1,16
2025-11-30T16:35:29.398565,0,0,0,0.109,0.056,1.31,0.67,0,1,74.99915984999997,1.98,1,16
2025-11-30T16:35:35.442938,0,0,0,0.109,0.056,1.31,0.67,0,1,74.99915874999996,1.98,1,16
2025-11-30T16:35:41.483194,0,0,0,0.082,0.082,0.99,0.99,0,1,74.99915764999996,1.98,1,16
2025-11-30T16:35:48.533229,0,0,0,1.371,1.45,16.45,17.4,0,1,74.9991388444444,33.849999999999994,1,16
2025-11-30T16:35:54.566038,0,0,0,0.479,0.452,5.74,5.43,0,1,74.99913263888885,11.17,1,16
2025-11-30T16:36:00.617570,0,0,0,0.452,0.4,5.43,4.79,0,1,74.99912696111107,10.219999999999999,1,16
2025-11-30T16:36:06.657717,0,0,0,0.426,0.373,5.11,4.48,0,1,74.9991216333333,9.59,1,16
2025-11-30T16:36:12.689045,0,0,0,0.0,0.347,0.0,4.16,0,1,74.99911932222219,4.16,1,16
2025-11-30T16:36:18.737523,0,0,0,0.426,0.347,5.11,4.16,0,1,74.99911417222218,9.27,1,16
2025-11-30T16:36:25.785446,0,0,0,0.4,0.32,4.79,3.84,0,1,74.99910937777773,8.629999999999999,1,16
2025-11-30T16:36:32.835018,0,0,0,0.4,0.32,4.79,3.84,0,1,74.99910458333328,8.629999999999999,1,16
2025-11-30T16:36:38.876908,0,0,0,0.373,0.267,4.48,3.21,0,1,74.99910031111105,7.69,1,16
2025-11-30T16:36:45.920512,0,0,0,0.373,0.294,4.48,3.53,0,1,74.99909586111104,8.01,1,16
2025-11-30T16:36:49.953281,0,0,0,0.347,0.0,4.16,0.0,0,1,74.99909354999993,4.16,1,16
2025-11-30T16:36:57.000360,0,0,0,0.32,0.267,3.84,3.21,0,1,74.99908963333326,7.05,1,16
2025-11-30T16:37:04.050369,0,0,0,0.294,0.241,3.53,2.89,0,1,74.99908606666659,6.42,1,16
2025-11-30T16:37:11.098577,0,0,0,0.267,0.241,3.21,2.89,0,1,74.99908267777771,6.1,1,16
2025-11-30T16:37:17.140028,0,0,0,0.267,0.267,3.21,3.21,0,1,74.99907911111104,6.42,1,16
2025-11-30T16:37:23.182267,0,0,0,0.241,0.0,2.89,0.0,0,1,74.99907750555549,2.89,1,16
2025-11-30T16:37:29.220389,0,0,0,0.294,0.214,3.53,2.57,0,1,74.9990741166666,6.1,1,16
2025-11-30T16:37:34.252394,0,0,0,0.241,0.241,2.89,2.89,0,1,74.9990709055555,5.78,1,16
2025-11-30T16:37:49.819880,0,0,0,0.472,0.056,5.67,0.67,0,1,74.99906738333328,6.34,1,16
2025-11-30T16:37:54.856116,0,0,0,0.472,0.367,5.67,4.4,1,1,74.99906178888884,10.07,1,16
2025-11-30T16:37:59.891445,0,0,0,0.314,0.0,3.77,0.0,1,1,74.9990596944444,3.77,1,16
